"","iter","swarm","algorithm","loglikelihood"
"52.3",750,50,"GWO",-2755.30608262222
"52.4",750,50,"GWO",-2759.88218278945
"52.5",750,50,"GWO",-2757.30995138405
"52.6",750,50,"GWO",-2755.31606443718
"52.7",750,50,"GWO",-2760.84825938246
"52.8",750,50,"GWO",-2755.16340043545
"52.9",750,50,"GWO",-2755.15690943271
"53",1000,50,"GWO",-2756.78476216303
"53.1",1000,50,"GWO",-2757.42823474607
"53.2",1000,50,"GWO",-2758.87421924497
"53.3",1000,50,"GWO",-2755.08520374933
"53.4",1000,50,"GWO",-2762.90621296251
"53.5",1000,50,"GWO",-2772.24959922856
"53.6",1000,50,"GWO",-2755.13006694869
"53.7",1000,50,"GWO",-2757.21783718056
"53.8",1000,50,"GWO",-2759.70279980605
"53.9",1000,50,"GWO",-2755.34193691671
"54",2000,50,"GWO",-2755.12026638
"54.1",2000,50,"GWO",-2758.54845488688
"54.2",2000,50,"GWO",-2761.38532203347
"54.3",2000,50,"GWO",-2761.56484734369
"54.4",2000,50,"GWO",-2757.14900184638
"54.5",2000,50,"GWO",-2754.97573277882
"54.6",2000,50,"GWO",-2763.21504655952
"54.7",2000,50,"GWO",-2755.03658145629
"54.8",2000,50,"GWO",-2756.63183800989
"54.9",2000,50,"GWO",-2754.89162123821
"55",100,75,"GWO",-2760.69709071232
"55.1",100,75,"GWO",-2760.80607314047
"55.2",100,75,"GWO",-2757.50097686309
"55.3",100,75,"GWO",-2755.11916089659
"55.4",100,75,"GWO",-2759.37530477421
"55.5",100,75,"GWO",-2762.03951973924
"55.6",100,75,"GWO",-2757.02640268522
"55.7",100,75,"GWO",-2756.86801712159
"55.8",100,75,"GWO",-2755.73664751468
"55.9",100,75,"GWO",-2757.31175807865
"56",250,75,"GWO",-2765.3755239738
"56.1",250,75,"GWO",-2755.09215264313
"56.2",250,75,"GWO",-2756.13057910524
"56.3",250,75,"GWO",-2761.0876744108
"56.4",250,75,"GWO",-2755.65720456086
"56.5",250,75,"GWO",-2759.14819621713
"56.6",250,75,"GWO",-2755.01259948662
"56.7",250,75,"GWO",-2761.28975032887
"56.8",250,75,"GWO",-2756.34616681117
"56.9",250,75,"GWO",-2758.21849028079
"57",500,75,"GWO",-2755.17471842499
"57.1",500,75,"GWO",-2757.23178037999
"57.2",500,75,"GWO",-2768.85265994446
"57.3",500,75,"GWO",-2755.63537816577
"57.4",500,75,"GWO",-2758.82061148984
"57.5",500,75,"GWO",-2758.81528538367
"57.6",500,75,"GWO",-2761.71172299264
"57.7",500,75,"GWO",-2762.13814310349
"57.8",500,75,"GWO",-2757.56634086397
"57.9",500,75,"GWO",-2755.12308399197
"58",750,75,"GWO",-2754.98535097796
"58.1",750,75,"GWO",-2756.45634045353
"58.2",750,75,"GWO",-2757.34499720531
"58.3",750,75,"GWO",-2759.66336490325
"58.4",750,75,"GWO",-2757.21898752104
"58.5",750,75,"GWO",-2770.02710811907
"58.6",750,75,"GWO",-2757.40919118964
"58.7",750,75,"GWO",-2766.35305744335
"58.8",750,75,"GWO",-2758.72866886866
"58.9",750,75,"GWO",-2757.01847748954
"59",1000,75,"GWO",-2755.27847208526
"59.1",1000,75,"GWO",-2758.65472896057
"59.2",1000,75,"GWO",-2755.07542859122
"59.3",1000,75,"GWO",-2761.48927881042
"59.4",1000,75,"GWO",-2763.22912993561
"59.5",1000,75,"GWO",-2755.06303656604
"59.6",1000,75,"GWO",-2755.20552637038
"59.7",1000,75,"GWO",-2755.09317484353
"59.8",1000,75,"GWO",-2764.69684251383
"59.9",1000,75,"GWO",-2760.45033013236
"60",2000,75,"GWO",-2764.58508897199
"60.1",2000,75,"GWO",-2762.34616732527
"60.2",2000,75,"GWO",-2755.08904066607
"60.3",2000,75,"GWO",-2758.61434977229
"60.4",2000,75,"GWO",-2769.64845073917
"60.5",2000,75,"GWO",-2761.1653529434
"60.6",2000,75,"GWO",-2758.6063176688
"60.7",2000,75,"GWO",-2765.74610548741
"60.8",2000,75,"GWO",-2756.47001639953
"60.9",2000,75,"GWO",-2757.11099761492
"61",100,100,"GWO",-2757.24832101929
"61.1",100,100,"GWO",-2756.09569259419
"61.2",100,100,"GWO",-2759.49337385535
"61.3",100,100,"GWO",-2759.36792670372
"61.4",100,100,"GWO",-2756.03366267596
"61.5",100,100,"GWO",-2755.68579595249
"61.6",100,100,"GWO",-2762.40893051144
"61.7",100,100,"GWO",-2763.48308218391
"61.8",100,100,"GWO",-2772.47817976616
"61.9",100,100,"GWO",-2758.48749140771
"62",250,100,"GWO",-2755.09270661055
"62.1",250,100,"GWO",-2755.16728812103
"62.2",250,100,"GWO",-2762.01580575292
"62.3",250,100,"GWO",-2755.18248089901
"62.4",250,100,"GWO",-2758.98620582859
